Misbard : life-sight
Parnisl : mind-forge
Vozip : stone-fall
Kabuz : death
Fimub : power
Zedug : soul-rise
Karlir : time-walker
Kasip : water
Sunisv : water
Zirob : space
Kufard : eternal
Tizisr : earth
Bugat : shadow
Nefik : mind-seeker
Nismelf : death-keeper
Dabarf : spirit
Dunil : space-bearer
Vufin : sun-master
Rugisv : storm-rise
Finelg : mind-walker
Korels : truth-song
Tunisv : ancient
Melrars : shadow
Darkisb : peak-rise
Tisvip : blood-born
Lisdok : soul
Belsul : silent-seeker
Larvisp : eternal-bearer
Liselv : life-rise
Pedarl : vision-guard
Gezud : realm
Mikarg : stone-guard
Gesisp : wind-sight
Veltan : path-master
Rosib : water-shaper
Nilelm : spirit
Relzag : blood-rise
Kodism : water
Riszeb : force-blade
Napim : realm-master
Katelr : truth
Fisparm : eternal-shaper
Gutelf : earth-sight
Dizelf : frost-caller
Sivell : eternal-seeker
Dizur : grace-keeper
Luvez : sword
Velkoz : sun
Rinut : power-forge
Badelm : sky-bearer
Meltok : sky-guard
Velnol : space
Lobels : eternal
Felvad : sky
Fosun : time-keeper
Bugisd : death
Parkuf : shadow-fall
Vogil : wind-bearer
Laget : queen
Lelsiz : sky-bearer
Pafarv : mind
Kelreb : soul-master
Relpars : sky-sight
Zisfeb : life
Sislik : fury-caller
Varof : death
Dazelk : realm-fall
Sedim : storm-blade
Melzisg : eternal-bringer
Ledak : earth-sight
Zovag : power-blade
Toder : mind-weaver
Nisfod : bound
Belkars : fire
Ropim : death-born
Lemug : storm-guard
Bismelk : time
Pismun : fury
Napir : path
Tarkal : death-rise
Dupem : realm
Polarr : power
Gonuz : peak-forge
Tislap : water-master
Fisned : earth-master
Nosard : death-born
Tineb : water-forge
Muselg : time
Figeb : silent-guard
Vasen : force-bearer
Sismarg : frost
Mezot : frost
Matuk : earth-rise
Narkug : vision
Kozarn : sun-walker
Dolels : wind
Piskelm : truth
Zerat : moon-rise
Felvap : force-seeker
Ravif : soul-weaver
Dinuz : peak-weaver
Tibelk : star-keeper
Debog : vision
Betarr : light-guard
Sofelk : moon-keeper
Senelz : path-caller
Sorub : king
Segeln : truth
Pulisg : fury
Tepeld : truth
Marnal : realm-keeper
Farell : blood-rise
Menark : fury-sight
Bodiss : peak
Pokav : earth-caller
Nugid : dark
Kebeln : space
Lelref : truth-weaver
Zoneld : sun-heart
Fabelp : vision
Lemos : dark-walker
Selgid : eternal-seeker
Tisvom : iron
Zukem : iron
Fisnaz : iron-walker
Gelnel : sun-song
Fakum : sword-guard
Relvap : sword
Roneg : silent
Rarkam : moon-caller
Fissin : water
Tefam : dark
Zefat : fire-walker
Gelpas : vision-song
Fizelt : light
Paviss : time
Tarkir : soul-walker
Dazelr : shadow-weaver
Valer : water
Lison : truth-forge
Soluk : path-rise
Tarvan : spirit-song
Zunat : iron-master
Delrisl : blood-master
Pissal : shadow-forge
Marrelg : mind-fall
Pubem : realm-song
Tisluv : ancient-caller
Narbip : spirit-bearer
Midelg : queen-caller
Darbuf : wind-song
Fularp : star-caller
Kodelp : force-guard
Mesuf : truth-blade
Riton : truth-born
Gelfud : king-keeper
Ginarl : fury
Niked : frost-keeper
Mibiss : water-seeker
Botarz : dark-bearer
Tised : eternal-walker
Zabisd : ancient
Gemik : force
Neparl : sword
Relsarv : fury
Zafisk : life
Piszog : sky-walker
Relpist : wind-weaver
Bumelg : wind
Tegin : queen-heart
Nopelf : force
Disrelp : fire
Relmod : mind
Gidarb : death-song
Vardist : dark-seeker
Farsisr : iron
Mitelf : life
Lisbam : truth-forge
Zufiv : peak
Dizuk : realm-caller
Fisrelb : peak-weaver
Nadit : space
Fupisz : truth-walker
Nelfub : wind-heart
Risbis : star-shaper
Robat : fury-walker
Tozav : vision-blade
Gisrelt : sun
Rotisk : queen
Tisnelz : grace-guard
Zatels : sword-master
Pezil : wind-sight
Misvob : grace-born
Tiparv : time
Mirelv : vision-shaper
Rusarm : death
Lisfarn : iron-keeper
Lismeb : storm
Pimarf : space-born
Narbor : bound-blade
Mofist : sun-blade
Nobap : queen
Misrap : fury-bearer
Darvut : shadow-shaper
Ramof : power
Kanard : light
Fadelt : eternal-bearer
Sotal : storm-keeper
Karrelm : eternal-guard
Bagor : moon-weaver
Farlot : peak-shaper
Zolub : eternal-rise
Dibun : shadow-bringer
Pelmarr : silent
Zigup : sun-caller
Larreg : spirit
Kugin : sword-bringer
Fetuv : mind
Listig : realm
Visgoz : fury-shaper
Pisselz : spirit-caller
Dipism : queen-born
Sardup : moon-caller
Rismaz : peak
Zumisk : soul-caller
Vureld : water
Mebag : frost-born
Galarm : dark-forge
Bazed : stone
Ganer : eternal-rise
Lafir : life
Badarv : blood-shaper
Kularr : sky-blade
Beltisk : grace-bearer
Zavels : queen
Gapark : earth-seeker
Ginof : queen
Sarom : truth-fall
Sarzob : realm
Rikep : path-bearer
Diput : grace
Delvug : sun-fall
Lisnig : wind
Zived : sky-forge
Kunarm : sword-shaper
Rulaf : water
Kisur : path
Tissul : bound-bringer
Famut : shadow-sight
Banit : path-seeker
Pargof : blood-caller
Pudiss : moon-bringer
Melnuf : blood
Midov : fury-forge
Belkisl : spirit
Dargisl : sword-sight
Bikarf : path-forge
Karvaz : king
Pismek : shadow
Tifarp : mind
Sinarm : dark-bearer
Puvim : power-fall
Nabelz : spirit-sight
Zusart : frost
Bolet : spirit-rise
Kelmel : sky
Bodisk : truth
Kerop : path
Vesol : fury
Betism : shield
Felmop : light
Garnok : time-weaver
Disfelg : fury
Pikell : space-rise
Vubisn : space
Gulir : shadow-seeker
Fagip : fury-forge
Rotiz : path-master
Kisfarn : silent-weaver
Lupad : queen-weaver
Rusisl : star-guard
Zeltarf : spirit
Nartelz : water
Nelarb : fire
Tedak : grace
Zisdup : sun-caller
Pudan : death
Garsim : bound-rise
Sipisf : power-keeper
Belkisz : spirit-blade
Nekarz : death
Misbels : moon-master
Ristik : bound
Nilarr : realm-weaver
Felmarp : storm-caller
Borisk : sword
Darmov : grace
Delvok : death-heart
Belnig : truth
Nifisv : wind
Selvarz : time-guard
Firarv : fire-bringer
Tidelp : sky-shaper
Zesov : storm-bringer
Telluv : moon-caller
Tarfus : light-fall
Vetin : spirit
Gibod : dark-born
Ginup : bound-song
Munisv : earth-weaver
Mikars : storm-rise
Pizof : mind
Kopun : storm
Samor : blood
Pisgut : vision
Litog : sword
Rafod : soul-song
Belfid : dark
Felisr : mind-seeker
Dinak : path
Garpisf : force-caller
Pisnit : water
Rafelk : time-caller
Varzib : stone
Karboz : frost
Delril : light-song
Gelnard : shadow-fall
Fadarl : king-caller
Mekeln : silent-forge
Nipelk : moon-caller
Butim : moon
Pugan : silent-bringer
Lisdelk : life-fall
Telrom : wind-caller
Vumisn : sun-born
Karpisn : queen-song
Gumap : king-song
Gomelf : blood-forge
Disbiv : eternal-blade
Tokid : water
Soneg : sword-blade
Buniss : grace-song
Vizisk : king-born
Tumed : storm
Pisged : peak-born
Lelbir : sword-seeker
Lokelm : time-bringer
Belzed : sword
Mosarv : frost
Zubarm : death-rise
Meleln : light-bringer
Bafen : realm-seeker
Ganisf : grace-sight
Pefoz : sun-heart
Pisfelt : vision-blade
Zodun : stone
Lizod : stone-blade
Kelsib : shadow
Fellob : fury-bringer
Dugism : storm
Toruz : path-born
Sirop : frost-rise
Delsiv : water
Beguz : storm
Mardol : sword-master
Sodisr : mind
Mugez : light
Kigisl : star-guard
Potelf : dark
Visfat : blood-song
Ledum : moon
Rakeld : blood
Renars : eternal-heart
Somin : fire-bringer
Togav : fire-rise
Nugelb : space
Tarsisg : queen-forge
Bisam : water-song
Zarnelt : bound
Nelfus : peak
Nirarp : storm
Telbef : frost
Bufars : life-fall
Zifob : sun
Sisbiz : fury-blade
Fadut : ancient-keeper
Volarb : sword-born
Varmak : star-weaver
Tinelv : fury
Zelbom : peak
Dikarg : storm
Dagelm : silent
Mubet : peak-forge
Karlin : iron-caller
Funam : grace
Besil : shield
Kiparr : fire-bringer
Sebelf : shield-rise
Pisrim : light
Fonisl : stone-caller
Vimas : power-heart
Zisrav : shadow
Garnisb : fire-master
Sarzisp : silent
Lisarb : earth-heart
Leldap : frost
Geltisk : light
Kelpism : fire-caller
Varbelp : path
Tozup : vision
Tudelv : realm-forge
Bidart : power
Kipon : dark
Farkul : ancient
Pelbisk : stone
Tomisv : sword
Vozisf : bound-keeper
Neldos : sword-bearer
Pisvelf : light-song
Tisbaz : shield-weaver
Risvelp : sword
Dartob : sword-weaver
Ganisv : dark-keeper
Vogat : star-sight
Felral : life
Gater : stone-keeper
Tupisr : space-master
Nelmars : space
Parkeld : silent-forge
Kiled : king
Sarzud : grace
Voseg : shield-bringer
Loras : path-weaver
Pisral : vision
Sarfez : fire
Vofim : wind
Tezap : sword-heart
Parsub : soul-bringer
Fitok : frost
Fedil : time-born
Lartud : fire-bringer
Gisveln : king-sight
Leltark : path-guard
Tarmof : fury-seeker
Kimef : vision
Gelur : power-born
Vubarl : force
Tesok : stone
Motelf : time
Disril : frost-shaper
Rimat : shadow
Difot : bound-rise
Rarbud : peak-master
Lemisp : silent-walker
Lidisk : stone
Mokes : truth-bearer
Gidell : fire
Pismag : moon-shaper
Fuzip : shadow-master
Reldisp : frost
Fisvard : fury-born
Dazil : dark-walker
Reltarb : storm
Varpig : death-blade
Sirob : shadow-bringer
Firok : sun-forge
Tisneld : shadow
Kislarn : time
Narsuf : king-born
Kerarn : peak-heart
Kisgos : dark-heart
Varsal : sky-bringer
Zadarm : force
Velzep : shadow
Mefor : vision
Komur : mind
Felvom : wind-weaver
Tinisd : sun-keeper
Nigelr : peak-keeper
Talisf : wind-forge
Lisnor : star
Dilek : eternal-bearer
Tisnag : queen-shaper
Telsak : moon-master
Visruz : force-fall
Larrun : ancient-shaper
Sozat : life
Kelpin : stone
Garrop : silent
Tisgarz : water-forge
Gudor : grace-guard
Fislav : fury-song
Bemop : sky-song
Duzef : fire
Pelnart : life
Fismuk : fire
Soleb : star-guard
Dozist : power-keeper
Tapod : life
Lidef : sky
Nisrelb : dark
Zonil : life-fall
Farriz : sword
Rolus : blood-shaper
Seldig : realm-bearer
Nozed : shield-fall
Felrism : king
Zidap : water-keeper
Sakelz : queen
Nisfaz : spirit
Zulif : queen
Vaden : death
Marzisd : life
Balek : mind-blade
Dunol : eternal-sight
Melelb : bound
Gafup : realm-song
Lardisf : dark-heart
Zufot : realm
Reltob : ancient-bearer
Disab : stone-bringer
Zukin : spirit
Kituv : water
Kolars : shield
Besiv : realm
Lelfarr : force-seeker
Gisdon : shield-fall
Kibor : silent
Risgem : moon
Limeld : soul
Rellot : vision
Kelgud : space
Farlog : vision
Bisarr : king-forge
Gupart : truth
Kuleg : star-blade
Visgol : realm-master
Gapif : path-keeper
Melud : sword-caller
Belsev : king
Benisl : blood-rise
Puself : queen-master
Nilap : frost-forge
Fudok : water
Rogas : ancient-heart
Zisisb : eternal
Likelz : soul-seeker
Fardab : grace-song
Dutark : blood
Betisk : sky-bearer
Mobarn : force-sight
Darnisb : fury-caller
Sarlar : fire
Fagod : blood
Navum : queen-keeper
Barzir : power-caller
Kurarv : queen-walker
Togisb : vision-heart
Melpid : life
Melbit : shield
Noselm : king-blade
Nazelr : time
Pisgid : dark
Telsarv : queen-blade
Karsisd : power-fall
Relfob : grace-master
Kisrav : bound-blade
Riskod : death-heart
Karriv : spirit-caller
Feltam : earth-blade
Dugisb : grace-blade
Narvam : sword-fall
Badisg : wind-born
Vazer : dark-walker
Safen : earth-bringer
Tofiss : star-seeker
Ridol : water
Zokeg : sky
Zevum : sky
Dabelp : shadow-guard
Modeg : iron
Sinisv : peak
Zunag : space-walker
Kozup : ancient-song
Pifism : king-heart
Mokisf : shadow-weaver
Motelk : truth
Dezels : mind-born
Kismut : sky-forge
Filap : realm-bringer
Debisf : earth-weaver
Gepum : stone-caller
Pargin : light-forge
Delvil : star-walker
Siszeg : water-fall
Poruv : life
Netuv : water-fall
Risfars : eternal-master
Pisfum : silent-song
Siskarb : silent-sight
Zotip : sun-seeker
Fopisv : king-fall
Nebus : light
Delop : sword
Sislip : wind
Melper : life-walker
Bislarv : eternal
Bisdarf : life-guard
Vonad : peak-born
Kudarn : ancient
Donub : force-seeker
Garsist : realm
Nefisd : iron-fall
Nimisd : sun-song
Vellaf : force
Belmup : light
Pelgak : king-caller
Meltad : king
Fegiv : death-blade
Gelkav : eternal-heart
Parzod : eternal-keeper
Vetisd : space-born
Darsem : stone
Pakelv : sky
Lutelz : force-shaper
Velmek : path-song
Sismarn : moon
Rilat : truth-weaver
Kedib : fire
Kistarg : sword-forge
Bufisn : force
Garkan : storm
Zopib : bound-fall
Nukit : peak-walker
Vimur : sword-master
Lupelg : vision-song
Bomaz : wind-forge
Mozarp : dark
Lesarr : fury
Tismup : vision
Larsem : realm
Pokem : queen
Naser : moon
Nilof : queen
Kutop : truth
Bisvarl : shadow-bringer
Dispir : space-bringer
Galob : death-blade
Rislus : power-heart
Razet : light-born
Kafem : path-master
Nerisp : iron-forge
Gubels : power
Muken : soul-heart
Giszat : fire-heart
Feselz : sky
Kelgisd : star-weaver
Tevarm : stone-rise
Kardelt : star-born
Rekum : stone
Sobism : sun
Darkuf : power
Seveln : bound
Kevelr : star-weaver
Getars : peak-walker
Bumen : sword-caller
Mibarz : space
Riskug : grace-keeper
Pisfuk : iron
Lelgen : fire
Pisbat : king-master
Zumog : force-master
Nismeb : frost-walker
Garsed : eternal-bearer
Fikud : life
Fukev : shield-heart
Lebir : iron-walker
Darsip : fire-bringer
Pelbiz : space-blade
Lamon : iron-forge
Nadog : dark
Pezot : space-seeker
Viskop : sun-bringer
Modap : sword-rise
Buton : light-guard
Zelrut : stone
Rarzub : blood
Zanisv : iron-walker
Mupisf : ancient-caller
Zumelg : moon
Donit : water-bearer
Moral : soul-master
Lelbez : king-fall
Kevarb : bound
Dakarv : storm
Kibarm : fury
Melfarb : bound-seeker
Basik : sword-bringer
Kisard : fire
Kigep : grace
Zigarr : path
Belfen : water-master
Folelm : sword-rise
Kapes : blood-sight
Vegal : king-bringer
Besum : truth-fall
Morid : queen
Kagisp : path-seeker
Limisn : king-song
Veselm : frost-forge
Safer : blood-sight
Tezarm : iron-guard
Bolan : fire-fall
Reldarz : dark
Ribelk : soul-walker
Tozisk : eternal-seeker
Zarrell : silent
Varzisr : eternal
Daron : eternal-blade
Tisaf : bound
Lumig : grace-born
Sadelv : silent
Lorub : spirit
Zudop : light
Nefoz : bound
Nulid : death-master
Gevels : force-seeker
Bezark : force-forge
Genelv : dark
Viselz : mind-weaver
Lovip : shadow-seeker
Votur : king-born
Lufarg : sky
Zarpaf : queen-caller
Varzels : silent
Darsag : light-caller
Mivap : life-born
Rissoz : eternal
Laselp : iron-seeker
Zarnag : bound-seeker
Serisn : sun-fall
Farzar : bound
Fezard : spirit-heart
Dubos : force
Relnisk : wind
Zopat : spirit-born
Zugen : truth-weaver
Fipus : ancient
Sazun : earth-master
Belsun : fury-master
Melfiz : grace
Lotelp : sun
Gukod : bound
Vakiss : iron
Varfeb : fury
Rarvig : grace
Rupelf : water-rise
Daveb : sword
Nomiss : star-master
Bozep : grace
Barlisp : time-rise
Fargelm : king-fall
Gavisn : truth
Toruv : silent
Gaduz : frost
Relfom : spirit-rise
Tasarb : shadow-bearer
Pekod : power
Kirap : truth-fall
Tomels : blood
Zegif : silent-rise
Farpig : earth
Gabeln : grace
Felvog : fury-heart
Felmik : death
Zakif : grace-keeper
Temol : death-bringer
Farliss : grace-song
Pisluf : eternal
Zagisd : dark
Margib : earth
Farpell : king-forge
Dararg : shield-seeker
Vesop : water
Narfed : earth-weaver
Legisn : life-walker
Ruzisp : fire-song
Pisfes : mind-bringer
Margif : fire-keeper
Vineg : frost-rise
Nutelp : sword-keeper
Nezum : iron
Kargom : fury
Durarl : eternal
Muvelf : sky-blade
Belpuv : sky
Gelver : time-born
Dilelt : peak
Tarzuv : dark
Sagarz : power-weaver
Pufarz : star-weaver
Tozelb : water-bearer
Rutog : realm-seeker
Pargid : fury-bearer
Velgiss : blood-master
Morarl : death-born
Binuz : light-caller
Nipas : earth-shaper
Kubon : force
Pibun : shield-bearer
Tilan : truth-shaper
Tokuv : silent-weaver
Zoguv : ancient
Mibev : vision
Nadell : star-heart
Golav : shadow
Giteld : death-keeper
Pofik : iron
Sigom : bound-keeper
Migep : sword-born
Pival : time
Dartof : death
Fisnog : realm
Meltiv : frost
Delfarp : earth-walker
Lurarm : space-bringer
Zarsit : space
Rafarg : mind
Pargelk : eternal-keeper
Vekelp : fury-rise
Ranof : spirit
Kelbir : peak-bearer
Bisfarg : eternal-bringer
Sabop : blood
Bissarf : spirit-keeper
Dipet : queen-song
Bisselt : blood-sight
Feruz : sun-guard
Nisfos : power
Garnop : vision
Dukisz : grace-caller
Tesuf : moon
Sigab : ancient-guard
Leltard : blood-shaper
Teseln : mind-song
Lasut : spirit-heart
Vepof : star
Nutor : queen
Lugist : death-weaver
Sistol : stone-heart
Zarmen : silent
Tisgup : dark
Feltard : grace-bringer
Madib : spirit
Zofed : king-born
Karpus : force-heart
Melnisg : fury
Defom : storm-seeker
Lusarb : bound-walker
Nelab : death-caller
Vipoz : life-blade
Dellet : grace
Delnav : time-keeper
Lubot : soul-bringer
Zipon : dark-rise
Tiveln : truth-guard
Lared : force
Tarvuk : bound-caller
Penuv : frost
Pelif : sword-fall
Larrag : power
Femov : time-weaver
Belsir : blood-master
Zelparb : stone
Sakut : truth-guard
Nafels : stone-bearer
Badun : light-caller
Gabil : realm
Lisfot : sky-song
Relfon : truth-blade
Nelfil : path
Tusok : stone
Telruk : death
Nirisz : iron-bringer
Lelgod : king-sight
Sitom : realm-seeker
Leldim : shield
Kislon : sword-song
Misbit : frost
Mupisr : light
Rimisf : force-song
Telgars : vision
Fetib : storm
Lotub : peak
Nisdof : realm-weaver
Bovum : stone-blade
Piszelf : shield
Somart : fire
Nimud : path-master
Gekud : water
Zarsisd : dark
Miskub : blood-walker
Nevelz : fury-seeker
Masisr : shadow
Zismot : wind
Nakels : water
Kugan : sun-weaver
Marpul : silent
Darlir : frost-heart
Karrof : sky
Mifisl : storm
Muvon : sword-seeker
Pisgor : bound-sight
Vulop : space-bearer
Tufos : fire
Gutaf : soul
Bofem : fury
Miskarn : star
Disrab : stone-seeker
Zoruk : moon-caller
Luzisn : water-guard
Delrars : water
Zepisg : stone-seeker
Felged : wind
Tisfarr : star-guard
Mezan : fire-bringer
Kamop : sword-rise
Darlisr : bound-born
Larbisd : path-master
Kisgez : spirit-shaper
Kovud : force
Potarn : power-song
Risdiz : dark-bringer
Kumell : king-shaper
Marzep : life
Pikoz : path
Sanisl : truth-shaper
Zuted : shadow-bringer
Kelsarg : soul-born
Kelan : life
Sukop : peak
Rissak : grace-guard
Kisvun : spirit-sight
Votus : silent-rise
Rarzev : storm-shaper
Luzin : bound-heart
Sarvit : realm-bearer
Fisisn : space-shaper
Ranark : dark-master
Bepot : dark-sight
Votisr : light
Refip : soul-sight
Niszur : sword-keeper
Fumip : king
Tissez : grace-walker
Femos : iron
Talug : peak-shaper
Kelbot : earth-master
Nibum : fury-shaper
Burisz : sky
Kamod : shadow-sight
Samelg : light-bringer
Bedof : ancient-guard
Bafug : eternal
Mazuf : wind-bringer
Supak : peak-guard
Mirarp : vision
Kelsud : space-walker
Siteg : star
Purof : vision-master
Siveln : storm-keeper
Kisdarr : earth-heart
Visbard : soul-rise
Lemik : shadow-master
Reltisz : stone-rise
Gelfisp : stone
Tenab : space-blade
Kegarb : force-master
Pissib : sun-song
Vagot : light-bearer
Latisv : wind-keeper
Tagelr : death-forge
Larmar : eternal
Kelvos : peak
Feton : blood-seeker
Pagarv : star
Toged : star
Farbik : realm-weaver
Sisluz : silent
Bazif : sword-born
Gisvim : power-bearer
Megit : frost-seeker
Biskaf : silent
Larfor : light-guard
Vofark : iron-bearer
Delkem : bound-shaper
Furelp : water
Dozelg : time
Tudom : dark
Fisarn : frost-bearer
Selzarv : sword-caller
Budist : grace
Sarfisk : death-forge
Sisbit : fire-song
Misvod : king-keeper
Sunelm : mind-sight
Pimart : realm-sight
Misneld : fire-rise
Kedat : storm-bringer
Nugov : water
Marvelf : peak-master
Narkul : star
Palib : stone-forge
Megub : force
Tusip : grace-walker
Gubelv : dark-forge
Rarpelg : truth-born
Pazif : dark-shaper
Mevarp : frost
Zelgup : bound-rise
Mupib : force
Relelf : iron
Davisz : force
Sofarg : dark
Nismark : earth
Faluk : eternal
Ravof : force-seeker
Derom : spirit-born
Pofad : moon
Biszeln : truth
Repul : soul-caller
Retelp : fire-bringer
Relsip : star
Dugels : queen-walker
Nisparm : silent-born
Telbag : bound
Meviz : stone
Bismarv : queen-master
Risnars : sword-weaver
Pomut : light-weaver
Mebod : vision-shaper
Rarvez : peak-guard
Mitels : peak-born
Lofism : king-bringer
Visdarz : shadow-bringer
Vokus : vision-master
Gisrelb : dark
Biszok : blood
Bilek : silent-keeper
Narselk : blood
Ledov : iron
Nislor : soul-song
Given : shadow-sight
Zurim : moon-bearer
Lisdarp : ancient
Parkeb : soul
Tarnip : star-song
Vaken : shadow-shaper
Sartov : silent-sight
Sardam : king-walker
Lafarv : eternal
Dusor : force-blade
Febisn : spirit-song
Madelg : power-sight
Sibom : truth
Dikisb : realm
Gomard : sword-sight
Fined : mind
Dofarl : path-blade
Nudop : realm
Ladop : moon-seeker
Domarr : frost-fall
Sarpun : dark-rise
Medisz : moon
Varkal : king-song
Getos : sun
Neltism : storm-keeper
Kibud : soul-born
Visdarb : soul-walker
Fisnelz : force-keeper
Foveb : fury-master
Zanarr : mind
Seldik : queen-sight
Gotisl : star
Meldisk : power
Gelvuk : shield
Dusok : grace-weaver
Sifet : frost-sight
Gabov : storm-bearer
Riskaf : stone-sight
Ragud : eternal
Ridub : sun-walker
Rifelk : death
Pasud : shield-bringer
Pekom : star
Listarg : path-sight
Lisbuz : life
Kisrit : ancient-fall
Lisgud : moon-heart
Sokuv : wind-walker
Misag : sky-bearer
Rosard : earth-master
Ripisz : queen
Lopaf : moon
Pobarf : sky-sight
Selnaz : soul
Numisd : space-weaver
Pebak : time
Simarn : dark-guard
Seldin : force-fall
Zarlelr : soul
Rargisv : shield
Sabil : vision-caller
Rislarg : grace
Pisnek : storm
Tisgof : king
Veldup : path-born
Bunisv : ancient
Nikoz : vision-blade
Viselt : spirit-bearer
Sarzop : power-born
Vepuk : vision
Duzov : frost-weaver
Fisbig : sky
Gifiss : ancient-bearer
Guparn : queen-guard
Kerisp : silent
Lelmib : light
Selpat : fire-master
Nogelk : water-bearer
Polud : fire-song
Gituz : fire
Gisum : iron-master
Delmok : power
Bislos : dark
Mapuf : death-shaper
Telmaz : earth-walker
Dazos : space-sight
Ruliss : earth-guard
Mibet : death-bringer
Marrep : death
Melzol : realm
Siparr : life-bearer
Nelbisv : sun-born
Purarz : power-born
Zismard : truth-blade
Zakeld : queen-heart
Zisdal : blood
Nislelr : star-forge
Letisk : shadow
Nimarb : star-forge
Kizon : dark
Fisveln : grace-keeper
Ribep : time
Lelvom : eternal
Zobelp : star-master
Gelzof : water
Narvisb : space
Silisp : frost-keeper
Nedelm : grace-forge
Vispelf : wind-walker
Tozub : king-bringer
Felur : realm-seeker
Rekif : fire
Vubos : king-keeper
Nozut : queen-heart
Vemig : force-weaver
Tapiv : space
Gisbels : soul
Teriz : wind-sight
Mepist : power-seeker
Kigarm : earth-shaper
Velpisn : realm-guard
Reldal : death-song
Talelb : shield-caller
Mugin : king-master
Parres : shield
Selpuk : realm
Gabod : path-shaper
Sekif : stone-sight
Mavist : king-bringer
Molisg : king-born
Dafiz : fury-bearer
Rutes : eternal-forge
Lelfud : ancient-born
Geriv : water-master
Pistarb : peak-bearer
Bepik : power
Ziduk : water-bringer
Valelz : life
Zegaf : force-bringer
Peltuv : peak-song
Lelgab : ancient-guard
Nisdarz : power
Petelr : truth-weaver
Delbog : iron-blade
Nifarb : power-caller
Dokif : ancient
Larrak : eternal
Remid : truth
Nelpism : sky
Selmur : light-blade
Sedarf : queen
Fadiz : truth
Zoket : shield-guard
Nirelk : sun-song
Takiv : sword
Ditev : space
Zagum : grace
Lusark : fire-bearer
Lelbark : sword
Divels : fire
Pafisg : earth-forge
Mizisn : spirit-master
Vislug : truth-bringer
Relmik : fire
Pefog : realm
Felisb : space
Darmet : fury
Lasart : earth-born
Lurov : force-heart
Zusad : death-bearer
Zismef : shadow-born
Konid : spirit-weaver
Vusarz : eternal-fall
Fesad : fire-shaper
Tefok : shield-born
Puves : star
Bupon : silent
Lelfisg : bound
Kefud : sun-born
Zuvisn : dark-master
Tofisv : peak-song
Parkof : storm-keeper
Zudelp : sword-keeper
Delgisz : grace
Fozisv : eternal-bearer
Tarrov : vision
Karrep : queen-weaver
Kelgob : peak-keeper
Relsisn : light-master
Kelist : fury-forge
Farzad : storm
Gamart : death
Lakeln : iron
Kovep : queen-blade
Sized : sky
Ridet : shield-master
Lutim : ancient-bearer
Bolelv : king
Fugak : peak-shaper
Vasod : eternal
Napism : soul
Kigol : sun
Rellisd : realm
Gevos : fury-rise
Mokelz : peak
Gislub : moon-rise
Sarlom : life
Zissut : silent-fall
Pisdarg : blood
Pimok : silent-weaver
Sarlik : queen-shaper
Kartisz : sky-shaper
Melner : bound
Vozig : spirit-guard
Karteld : light
Gerut : time
Genub : time
Disarb : grace
Kirag : spirit-fall
Gelrars : power-blade
Zisgem : sword-master
Gakof : storm-rise
Dasun : force-guard
Kofarr : sword-shaper
Gisvon : star-rise
Togiz : ancient-master
Melpisg : shield-seeker
Sodelg : frost
Bagisr : light-keeper
Parlelv : vision-rise
Lelsud : time
Zelpeg : time-rise
Martig : space-song
Dispart : truth-keeper
Tapuk : fire-bearer
Lufin : light
Ralen : wind-weaver
Nelarp : stone-shaper
Tumeb : vision-sight
Barvop : sky-forge
Pissart : fury-guard
Lemas : storm
Belkiz : stone-born
Molaz : peak-caller
Todelg : frost-master
Minoz : vision
Miban : earth-song
Varzem : star
Dovir : eternal-shaper
Bisart : silent-forge
Sadet : earth
Sofav : force
Koged : vision-guard
Vimub : fire-keeper
Pizarv : vision
Tuver : force-guard
Folab : path-caller
Ribist : ancient
Luden : peak
Funil : vision-master
Borap : time
Zubom : truth
Safuz : time-shaper
Nurarv : iron-bringer
Setid : sky
Zelmos : wind-song
Pofisz : mind-born
Fekor : stone-walker
Delrom : sword-caller
Purarm : sword
Ramelt : truth-rise
Vitarl : queen
Nilelf : path-rise
Pelsed : earth
Teziss : stone-blade
Nellarb : mind
Pelrak : realm-bearer
Puzot : fury
Zorarf : sky
Napels : force-master
Telelb : sword
Rikeg : frost-master
Kavon : sun
Roselg : sky
Viszark : stone
Sarkit : peak-heart
Vozarr : iron-fall
Tapok : mind-bringer
Ravarn : death-weaver
Nisgim : vision-blade
Fipor : bound
Pebad : dark-blade
Vitos : ancient
Zarfil : earth-master
Zilelg : soul-heart
Viskeb : grace-rise
Dilof : dark-heart
Vodelb : iron-rise
Fiskarr : shadow-keeper
Duvag : mind
Pumol : blood-seeker
Kelvart : dark-master
Rugarm : shadow
Batoz : force
Nizisf : spirit
Gisvelb : blood-bearer
Fogep : storm
Gozip : stone
Gebars : path
Karluv : peak-bringer
Rezarm : light-master
Lelfid : fire-rise
Mufik : earth-blade
Supef : sky-heart
Vefur : fire
Duvat : storm-heart
Larnelp : moon-bearer
Voparr : iron
Telparr : sun
Pisvud : light-caller
Nelval : sun-born
Garmir : light
Gardas : earth-heart
Dakarf : sun-rise
Tisfep : frost-guard
Gazup : light
Parroz : force-guard
Kufad : power-forge
Males : storm-song
Miszer : storm-caller
Velraf : fire-blade
Pofil : space
Buriss : peak-keeper
Fissaz : mind
Delgup : silent-forge
Nerart : spirit
Diskarz : life-guard
